Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
St. Paul,St. Paul,"<[1830.0, 1895.0]>",blue,26,1,
J. R. Lynch,J. R. Lynch,"<[1830.0, 1895.0]>",blue,26,1,
R. W. Fitzhugh,R. W. Fitzhugh,"<[1830.0, 1895.0]>",blue,26,1,
H. Greene,H. Greene,"<[1830.0, 1895.0]>",blue,26,1,
Thomas Richardson,Thomas Richardson,"<[1830.0, 1895.0]>",blue,26,1,
Port Gibson,Port Gibson,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Buftord,J. H. Buftord,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Maury,W. H. Maury,"<[1830.0, 1895.0]>",blue,26,1,
B. G. Booth,B. G. Booth,"<[1830.0, 1895.0]>",blue,26,1,
J.C. Mathews,J.C. Mathews,"<[1830.0, 1895.0]>",blue,26,1,
R. Lawton,R. Lawton,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Wilson,J. W. Wilson,"<[1830.0, 1895.0]>",blue,26,1,
H. G. Newsom,H. G. Newsom,"<[1830.0, 1895.0]>",blue,26,1,
Hastings,Hastings,"<[1830.0, 1895.0]>",blue,26,1,
Robert Harlan,Robert Harlan,"<[1830.0, 1895.0]>",blue,26,1,
D. Jones,D. Jones,"<[1830.0, 1895.0]>",blue,26,1,
J. D. Lewis,J. D. Lewis,"<[1830.0, 1895.0]>",blue,26,1,
F. J. Loudin,F. J. Loudin,"<[1830.0, 1895.0]>",blue,26,1,
C. V. Wiley,C. V. Wiley,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Rainey,J. H. Rainey,"<[1830.0, 1895.0]>",blue,26,1,
S. F. Griffin,S. F. Griffin,"<[1830.0, 1895.0]>",blue,26,1,
D. E. Asbury,D. E. Asbury,"<[1830.0, 1895.0]>",blue,26,1,
J. B. Bosley,J. B. Bosley,"<[1830.0, 1895.0]>",blue,26,1,
Wm. Sumner,Wm. Sumner,"<[1830.0, 1895.0]>",blue,26,1,
T. A. Sykes,T. A. Sykes,"<[1830.0, 1895.0]>",blue,26,1,
Isaac Lane,Isaac Lane,"<[1830.0, 1895.0]>",blue,26,1,
R. F. Boyd,R. F. Boyd,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Hendricks,J. H. Hendricks,"<[1830.0, 1895.0]>",blue,26,1,
G. H. Shafer,G. H. Shafer,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Grant,J. W. Grant,"<[1830.0, 1895.0]>",blue,26,1,
T. W. Lott,T. W. Lott,"<[1830.0, 1895.0]>",blue,26,1,
D. W. Williams,D. W. Williams,"<[1830.0, 1895.0]>",blue,26,1,
L. A. Roberts,L. A. Roberts,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Kelley,J. H. Kelley,"<[1830.0, 1895.0]>",blue,26,1,
J. F. Mckinley,J. F. Mckinley,"<[1830.0, 1895.0]>",blue,26,1,
W. C. Hodge,W. C. Hodge,"<[1830.0, 1895.0]>",blue,26,1,
H. H.Thompson,H. H.Thompson,"<[1830.0, 1895.0]>",blue,26,1,
Randall Brown,Randall Brown,"<[1830.0, 1895.0]>",blue,26,1,
J. M. Smith,J. M. Smith,"<[1830.0, 1895.0]>",blue,26,1,
A. J. Carr,A. J. Carr,"<[1830.0, 1895.0]>",blue,26,1,
B. A. J. Nixon,B. A. J. Nixon,"<[1830.0, 1895.0]>",blue,26,1,
M. F. Womack,M. F. Womack,"<[1830.0, 1895.0]>",blue,26,1,
A. N. C. Williams,A. N. C. Williams,"<[1830.0, 1895.0]>",blue,26,1,
W. A. Henderson,W. A. Henderson,"<[1830.0, 1895.0]>",blue,26,1,
B. J. Hadley,B. J. Hadley,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Burrus,J. H. Burrus,"<[1830.0, 1895.0]>",blue,26,1,
D. Wadkins,D. Wadkins,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Levere,G. W. Levere,"<[1830.0, 1895.0]>",blue,26,1,
J. C. Napier,J. C. Napier,"<[1830.0, 1895.0]>",blue,26,1,
B. F. Williams,B. F. Williams,"<[1830.0, 1895.0]>",blue,26,1,
J. R. Taylor,J. R. Taylor,"<[1830.0, 1895.0]>",blue,26,1,
N. W. Cuney,N. W. Cuney,"<[1830.0, 1895.0]>",blue,27,2,
E. H. Anderson,E. H. Anderson,"<[1830.0, 1895.0]>",blue,26,1,
R. A. Perkins,R. A. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Cromwell,J. W. Cromwell,"<[1830.0, 1895.0]>",blue,26,1,
John W. Averitt,John W. Averitt,"<[1830.0, 1895.0]>",blue,26,1,
J. H. S. Parker,J. H. S. Parker,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Gentry,G. W. Gentry,"<[1830.0, 1895.0]>",blue,26,1,
Ex-Congressman Rainey,Ex-Congressman Rainey,"<[1830.0, 1895.0]>",blue,26,1,
Daniel Wadkins,Daniel Wadkins,"<[1830.0, 1895.0]>",blue,26,1,
M. H. Bentley,M. H. Bentley,"<[1830.0, 1895.0]>",blue,26,1,
Maggie Porter,Maggie Porter,"<[1830.0, 1895.0]>",blue,26,1,
G. M. Gordon,G. M. Gordon,"<[1830.0, 1895.0]>",blue,26,1,
H. D. Alexander,H. D. Alexander,"<[1830.0, 1895.0]>",blue,26,1,
B. W. Thomas,B. W. Thomas,"<[1830.0, 1895.0]>",blue,26,1,
Calvin Anderson,Calvin Anderson,"<[1830.0, 1895.0]>",blue,26,1,
Rainey,Rainey,"<[1830.0, 1895.0]>",blue,26,1,
Gooch,Gooch,"<[1830.0, 1895.0]>",blue,26,1,
John Merry,John Merry,"<[1830.0, 1895.0]>",blue,26,1,
Pledger,Pledger,"<[1830.0, 1895.0]>",blue,26,1,
Cushing,Cushing,"<[1830.0, 1895.0]>",blue,26,1,
James T. Rapier,James T. Rapier,"<[1830.0, 1895.0]>",blue,26,1,
P. J. Crenshaw,P. J. Crenshaw,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Mcalpin,W. H. Mcalpin,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Council,W. H. Council,"<[1830.0, 1895.0]>",blue,26,1,
George M. Perkins,George M. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
Taylor Miller,Taylor Miller,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Hopkins,J. H. Hopkins,"<[1830.0, 1895.0]>",blue,26,1,
A. T. Augusta,A. T. Augusta,"<[1830.0, 1895.0]>",blue,26,1,
Cromwell,Cromwell,"<[1830.0, 1895.0]>",blue,15,2,
J. C. Corbin,J. C. Corbin,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Ashe,W. H. Ashe,"<[1830.0, 1895.0]>",blue,26,1,
T.W. Henderson,T.W. Henderson,"<[1830.0, 1895.0]>",blue,26,1,
H. C. Binford,H. C. Binford,"<[1830.0, 1895.0]>",blue,26,1,
T. H. Green,T. H. Green,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Nichol,W. H. Nichol,"<[1830.0, 1895.0]>",blue,26,1,
John J. Bird,John J. Bird,"<[1830.0, 1895.0]>",blue,26,1,
Louis T. Kenner,Louis T. Kenner,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Mcalpine,W. H. Mcalpine,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Bufford,J. H. Bufford,"<[1830.0, 1895.0]>",blue,26,1,
J. F. C. Snowden,J. F. C. Snowden,"<[1830.0, 1895.0]>",blue,26,1,
C. A. Bourgeois,C. A. Bourgeois,"<[1830.0, 1895.0]>",blue,26,1,
W. R. Lawton,W. R. Lawton,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Delamotte,J. H. Delamotte,"<[1830.0, 1895.0]>",blue,26,1,
William H. Miles,William H. Miles,"<[1830.0, 1895.0]>",blue,26,1,
D. Kennedy,D. Kennedy,"<[1830.0, 1895.0]>",blue,26,1,
W. James,W. James,"<[1830.0, 1895.0]>",blue,26,1,
S. E Hardy,S. E Hardy,"<[1830.0, 1895.0]>",blue,26,1,
J. T. Rapier,J. T. Rapier,"<[1830.0, 1895.0]>",blue,26,1,
George W. Perkins,George W. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
John Averitt,John Averitt,"<[1830.0, 1895.0]>",blue,26,1,
M. G. Champlin,M. G. Champlin,"<[1830.0, 1895.0]>",blue,26,1,
James N. Hayne,James N. Hayne,"<[1830.0, 1895.0]>",blue,26,1,
H. Burrus,H. Burrus,"<[1830.0, 1895.0]>",blue,26,1,
J. D. Kennedy,J. D. Kennedy,"<[1830.0, 1895.0]>",blue,26,1,
G. H. Shaffer,G. H. Shaffer,"<[1830.0, 1895.0]>",blue,26,1,
Windom,Windom,"<[1830.0, 1895.0]>",blue,26,1,
P. C. Murphy,P. C. Murphy,"<[1830.0, 1895.0]>",blue,26,1,
Burrus,Burrus,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Rapier,J. H. Rapier,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Shafer,G. W. Shafer,"<[1830.0, 1895.0]>",blue,26,1,
St. John,St. John,"<[1830.0, 1895.0]>",blue,26,1,
John A. Clay,John A. Clay,"<[1830.0, 1895.0]>",blue,26,1,
Tom Paine,Tom Paine,"<[1830.0, 1895.0]>",blue,26,1,
Wm. R. Lawton,Wm. R. Lawton,"<[1830.0, 1895.0]>",blue,26,1,
G. H. Shafler,G. H. Shafler,"<[1830.0, 1895.0]>",blue,26,1,
Ferdinand L. Barnett,Ferdinand L. Barnett,"<[1830.0, 1895.0]>",blue,26,1,
H. W. Ward,H. W. Ward,"<[1830.0, 1895.0]>",blue,26,1,
M. G. Turner,M. G. Turner,"<[1830.0, 1895.0]>",blue,26,1,
Benjamin F. Butler,Benjamin F. Butler,"<[1830.0, 1895.0]>",blue,26,1,
Zach Chandler,Zach Chandler,"<[1830.0, 1895.0]>",blue,26,1,
Devens,Devens,"<[1830.0, 1895.0]>",blue,26,1,
H. V. Robinson,H. V. Robinson,"<[1830.0, 1895.0]>",blue,26,1,
D. Wilson,D. Wilson,"<[1830.0, 1895.0]>",blue,26,1,
J. Gillem,J. Gillem,"<[1830.0, 1895.0]>",blue,26,1,
Wylie,Wylie,"<[1830.0, 1895.0]>",blue,26,1,
B. T. Tanner,B. T. Tanner,"<[1830.0, 1895.0]>",blue,26,1,
T. Richardson,T. Richardson,"<[1830.0, 1895.0]>",blue,26,1,
Theodore H. Green,Theodore H. Green,"<[1830.0, 1895.0]>",blue,26,1,
John A. Logan,John A. Logan,"<[1830.0, 1895.0]>",blue,26,1,
North,North,"<[1830.0, 1895.0]>",blue,26,1,
Iatter,Iatter,"<[1830.0, 1895.0]>",blue,26,1,
Speaker,Speaker,"<[1830.0, 1895.0]>",blue,26,1,
Gentry,Gentry,"<[1830.0, 1895.0]>",blue,26,1,
Marks,Marks,"<[1830.0, 1895.0]>",blue,26,1,
J.J. Bird,J.J. Bird,"<[1830.0, 1895.0]>",blue,26,1,
W. H. Bentley,W. H. Bentley,"<[1830.0, 1895.0]>",blue,26,1,
J.W. James,J.W. James,"<[1830.0, 1895.0]>",blue,26,1,
Allan,Allan,"<[1830.0, 1895.0]>",blue,26,1,
Allensworth,Allensworth,"<[1830.0, 1895.0]>",blue,26,1,
Rives,Rives,"<[1830.0, 1895.0]>",blue,26,1,
J.H. Burrus,J.H. Burrus,"<[1830.0, 1895.0]>",blue,26,1,
C. Napier,C. Napier,"<[1830.0, 1895.0]>",blue,26,1,
W. Wilson,W. Wilson,"<[1830.0, 1895.0]>",blue,26,1,
R.R. Wright,R.R. Wright,"<[1830.0, 1895.0]>",blue,26,1,
H. Rainey,H. Rainey,"<[1830.0, 1895.0]>",blue,26,1,
H. Burch,H. Burch,"<[1830.0, 1895.0]>",blue,26,1,
J. C. Embry,J. C. Embry,"<[1830.0, 1895.0]>",blue,26,1,
T. Green,T. Green,"<[1830.0, 1895.0]>",blue,26,1,
Toussaint,Toussaint,"<[1830.0, 1895.0]>",blue,26,1,
Dessalines,Dessalines,"<[1830.0, 1895.0]>",blue,26,1,
Christophe,Christophe,"<[1830.0, 1895.0]>",blue,26,1,
Bonaparte,Bonaparte,"<[1830.0, 1895.0]>",blue,26,1,
Barnum,Barnum,"<[1830.0, 1895.0]>",blue,26,1,
Mo -- Deaths,Mo -- Deaths,"<[1830.0, 1895.0]>",blue,26,1,
Wm. Stewart,Wm. Stewart,"<[1830.0, 1895.0]>",blue,26,1,
Jonathan,Jonathan,"<[1830.0, 1895.0]>",blue,26,1,
Josh Billings,Josh Billings,"<[1830.0, 1895.0]>",blue,26,1,
Blyden,Blyden,"<[1830.0, 1895.0]>",blue,26,1,
Edmonia Lewis,Edmonia Lewis,"<[1830.0, 1895.0]>",blue,26,1,
Nathan,Nathan,"<[1830.0, 1895.0]>",blue,26,1,
John Chinaman,John Chinaman,"<[1830.0, 1895.0]>",blue,26,1,
W. Forney,W. Forney,"<[1830.0, 1895.0]>",blue,26,1,
Samuel R. Ward,Samuel R. Ward,"<[1830.0, 1895.0]>",blue,26,1,
S. C. Armstrong,S. C. Armstrong,"<[1830.0, 1895.0]>",blue,26,1,
John G. Fee,John G. Fee,"<[1830.0, 1895.0]>",blue,26,1,
E. M. Cravath,E. M. Cravath,"<[1830.0, 1895.0]>",blue,26,1,
E. A. Ware,E. A. Ware,"<[1830.0, 1895.0]>",blue,26,1,
E. P. Lord,E. P. Lord,"<[1830.0, 1895.0]>",blue,26,1,
G. Stanly Pope,G. Stanly Pope,"<[1830.0, 1895.0]>",blue,26,1,
W. S. Alexander,W. S. Alexander,"<[1830.0, 1895.0]>",blue,26,1,
B. F. Lee,B. F. Lee,"<[1830.0, 1895.0]>",blue,26,1,
J. N. Rendall,J. N. Rendall,"<[1830.0, 1895.0]>",blue,26,1,
M. Perkins,M. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
W. P. Pledger,W. P. Pledger,"<[1830.0, 1895.0]>",blue,26,1,
Allen Allansworth,Allen Allansworth,"<[1830.0, 1895.0]>",blue,26,1,
John H. Johnson,John H. Johnson,"<[1830.0, 1895.0]>",blue,26,1,
A. Perkins,A. Perkins,"<[1830.0, 1895.0]>",blue,26,1,
H. Bufford,H. Bufford,"<[1830.0, 1895.0]>",blue,26,1,
J. F. C. Snoden,J. F. C. Snoden,"<[1830.0, 1895.0]>",blue,26,1,
C. A. Burgos,C. A. Burgos,"<[1830.0, 1895.0]>",blue,26,1,
S.E. Hardy,S.E. Hardy,"<[1830.0, 1895.0]>",blue,26,1,
Simon Daniels,Simon Daniels,"<[1830.0, 1895.0]>",blue,26,1,
C. Braboy,C. Braboy,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Johnson,J. W. Johnson,"<[1830.0, 1895.0]>",blue,26,1,
G. Mcfarland,G. Mcfarland,"<[1830.0, 1895.0]>",blue,26,1,
G. H. Clay,G. H. Clay,"<[1830.0, 1895.0]>",blue,26,1,
Bennett Stewart,Bennett Stewart,"<[1830.0, 1895.0]>",blue,26,1,
Archie,Archie,"<[1830.0, 1895.0]>",blue,26,1,
E. R. Belcher,E. R. Belcher,"<[1830.0, 1895.0]>",blue,26,1,
Elbert Head,Elbert Head,"<[1830.0, 1895.0]>",blue,26,1,
Horace King,Horace King,"<[1830.0, 1895.0]>",blue,26,1,
P. J. Carter,P. J. Carter,"<[1830.0, 1895.0]>",blue,26,1,
R.G.L. Paige,R.G.L. Paige,"<[1830.0, 1895.0]>",blue,26,1,
J. G. Baugh,J. G. Baugh,"<[1830.0, 1895.0]>",blue,26,1,
W. P. Ryder,W. P. Ryder,"<[1830.0, 1895.0]>",blue,26,1,
W. B. Townsend,W. B. Townsend,"<[1830.0, 1895.0]>",blue,26,1,
P. C,P. C,"<[1830.0, 1895.0]>",blue,26,1,
Murphy,Murphy,"<[1830.0, 1895.0]>",blue,26,1,
Perry Mathews,Perry Mathews,"<[1830.0, 1895.0]>",blue,26,1,
G. W. Braxdall,G. W. Braxdall,"<[1830.0, 1895.0]>",blue,26,1,
M. Turner,M. Turner,"<[1830.0, 1895.0]>",blue,26,1,
Davis North,Davis North,"<[1830.0, 1895.0]>",blue,26,1,
J. W. Hughes,J. W. Hughes,"<[1830.0, 1895.0]>",blue,26,1,
Andrew Hubbard,Andrew Hubbard,"<[1830.0, 1895.0]>",blue,26,1,
Moses Dickson,Moses Dickson,"<[1830.0, 1895.0]>",blue,26,1,
J. J. Bruce,J. J. Bruce,"<[1830.0, 1895.0]>",blue,26,1,
James Matlocler,James Matlocler,"<[1830.0, 1895.0]>",blue,26,1,
Burley Jones,Burley Jones,"<[1830.0, 1895.0]>",blue,26,1,
C. R. Coleman,C. R. Coleman,"<[1830.0, 1895.0]>",blue,26,1,
John Lang,John Lang,"<[1830.0, 1895.0]>",blue,26,1,
G. W,G. W,"<[1830.0, 1895.0]>",blue,26,1,
Dupee,Dupee,"<[1830.0, 1895.0]>",blue,26,1,
Gregory,Gregory,"<[1830.0, 1895.0]>",blue,26,1,
Leo Xiii,Leo Xiii,"<[1830.0, 1895.0]>",blue,26,1,
T. Tanner,T. Tanner,"<[1830.0, 1895.0]>",blue,26,1,
R. F.,R. F.,"<[1830.0, 1895.0]>",blue,26,1,
Bishop Onderdonk,Bishop Onderdonk,"<[1830.0, 1895.0]>",blue,26,1,
Calvin,Calvin,"<[1830.0, 1895.0]>",blue,26,1,
Saviour,Saviour,"<[1830.0, 1895.0]>",blue,26,1,
Stroud,Stroud,"<[1830.0, 1895.0]>",blue,26,1,
Eccles,Eccles,"<[1830.0, 1895.0]>",blue,26,1,
Francis Daniel Pastorious,Francis Daniel Pastorious,"<[1830.0, 1895.0]>",blue,26,1,
Anna,Anna,"<[1830.0, 1895.0]>",blue,26,1,
Klosterman,Klosterman,"<[1830.0, 1895.0]>",blue,26,1,
Pastorious,Pastorious,"<[1830.0, 1895.0]>",blue,26,1,
Westcott,Westcott,"<[1830.0, 1895.0]>",blue,26,1,
Ralph Sandeford,Ralph Sandeford,"<[1830.0, 1895.0]>",blue,26,1,
Daniel Benedict,Daniel Benedict,"<[1830.0, 1895.0]>",blue,26,1,
L. Boyd,L. Boyd,"<[1830.0, 1895.0]>",blue,26,1,
A. G. Ferr,A. G. Ferr,"<[1830.0, 1895.0]>",blue,26,1,
Hannibal,Hannibal,"<[1830.0, 1895.0]>",blue,26,1,
Chang,Chang,"<[1830.0, 1895.0]>",blue,26,1,
Creuzot,Creuzot,"<[1830.0, 1895.0]>",blue,26,1,
Theo H. Greene,Theo H. Greene,"<[1830.0, 1895.0]>",blue,26,1,
Noah,Noah,"<[1830.0, 1895.0]>",blue,15,2,
Gideon,Gideon,"<[1830.0, 1895.0]>",blue,26,1,
Volsci,Volsci,"<[1830.0, 1895.0]>",blue,26,1,
Daniel O ' Connell,Daniel O ' Connell,"<[1830.0, 1895.0]>",blue,26,1,
Robert E. Lee,Robert E. Lee,"<[1830.0, 1895.0]>",blue,26,1,
Wm. H. Miles,Wm. H. Miles,"<[1830.0, 1895.0]>",blue,26,1,
David A,David A,"<[1830.0, 1895.0]>",blue,26,1,
Lowery,Lowery,"<[1830.0, 1895.0]>",blue,26,1,
C. G. Wimbush,C. G. Wimbush,"<[1830.0, 1895.0]>",blue,26,1,
W. James Indiana,W. James Indiana,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Burch,J. H. Burch,"<[1830.0, 1895.0]>",blue,26,1,
W. R. L Awton,W. R. L Awton,"<[1830.0, 1895.0]>",blue,26,1,
John Avertt,John Avertt,"<[1830.0, 1895.0]>",blue,26,1,
F.L. Barnett,F.L. Barnett,"<[1830.0, 1895.0]>",blue,26,1,
A. J. Nixon,A. J. Nixon,"<[1830.0, 1895.0]>",blue,26,1,
A. F. A. Pope,A. F. A. Pope,"<[1830.0, 1895.0]>",blue,26,1,
W. F. Yeardlev,W. F. Yeardlev,"<[1830.0, 1895.0]>",blue,26,1,
J.M. Smith,J.M. Smith,"<[1830.0, 1895.0]>",blue,26,1,
J. Mckinly,J. Mckinly,"<[1830.0, 1895.0]>",blue,26,1,
H. H. Thompson,H. H. Thompson,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Kelly,J. H. Kelly,"<[1830.0, 1895.0]>",blue,26,1,
M. F. Wamack,M. F. Wamack,"<[1830.0, 1895.0]>",blue,26,1,
D. Watkins,D. Watkins,"<[1830.0, 1895.0]>",blue,26,1,
S. Griffith,S. Griffith,"<[1830.0, 1895.0]>",blue,26,1,
J. C. Matthews,J. C. Matthews,"<[1830.0, 1895.0]>",blue,26,1,
A. Allensworth,A. Allensworth,"<[1830.0, 1895.0]>",blue,26,1,
F. B. S. Pinchback,F. B. S. Pinchback,"<[1830.0, 1895.0]>",blue,26,1,
L.T. Kenner,L.T. Kenner,"<[1830.0, 1895.0]>",blue,26,1,
Charles A. Burgeois,Charles A. Burgeois,"<[1830.0, 1895.0]>",blue,26,1,
W. Gibbs,W. Gibbs,"<[1830.0, 1895.0]>",blue,26,1,
J. R. Rolland,J. R. Rolland,"<[1830.0, 1895.0]>",blue,26,1,
H. W. Watkins,H. W. Watkins,"<[1830.0, 1895.0]>",blue,26,1,
F. B. Antoine,F. B. Antoine,"<[1830.0, 1895.0]>",blue,26,1,
J. P. J,J. P. J,"<[1830.0, 1895.0]>",blue,26,1,
J.T. Jenifer,J.T. Jenifer,"<[1830.0, 1895.0]>",blue,26,1,
Isaac Gillam,Isaac Gillam,"<[1830.0, 1895.0]>",blue,26,1,
D. S. Brandon,D. S. Brandon,"<[1830.0, 1895.0]>",blue,26,1,
W. O. Lynch,W. O. Lynch,"<[1830.0, 1895.0]>",blue,26,1,
J. M. Goodloe,J. M. Goodloe,"<[1830.0, 1895.0]>",blue,26,1,
J. H. Thomason,J. H. Thomason,"<[1830.0, 1895.0]>",blue,26,1,
S. Lowry,S. Lowry,"<[1830.0, 1895.0]>",blue,26,1,
W. J. Stevens,W. J. Stevens,"<[1830.0, 1895.0]>",blue,26,1,
P. C. Murphv,P. C. Murphv,"<[1830.0, 1895.0]>",blue,26,1,
L. W. Cummins,L. W. Cummins,"<[1830.0, 1895.0]>",blue,26,1,
E.D. Pope,E.D. Pope,"<[1830.0, 1895.0]>",blue,26,1,
C.C. Wimbush,C.C. Wimbush,"<[1830.0, 1895.0]>",blue,26,1,
M. Bentley,M. Bentley,"<[1830.0, 1895.0]>",blue,26,1,
R. Nichols,R. Nichols,"<[1830.0, 1895.0]>",blue,26,1,
G. Mcfariand,G. Mcfariand,"<[1830.0, 1895.0]>",blue,26,1,
B. R. Taylor,B. R. Taylor,"<[1830.0, 1895.0]>",blue,26,1,
R. Harlan,R. Harlan,"<[1830.0, 1895.0]>",blue,26,1,
1879.TX-07.02.HOUS.txt,1879.TX-07.02.HOUS.txt,"<[1879.0, 1879.0]>",red,0,31,1879
C.P. Hicks,C.P. Hicks,"<[1830.0, 1895.0]>",blue,0,1,
S. A. Hackworth,S. A. Hackworth,"<[1830.0, 1895.0]>",blue,0,1,
J.C. Akers,J.C. Akers,"<[1830.0, 1895.0]>",blue,0,1,
H. Ruby,H. Ruby,"<[1830.0, 1895.0]>",blue,0,1,
A.F. Jackson,A.F. Jackson,"<[1830.0, 1895.0]>",blue,0,1,
W. Lewis,W. Lewis,"<[1830.0, 1895.0]>",blue,0,1,
Mccaleb,Mccaleb,"<[1830.0, 1895.0]>",blue,0,1,
Hayes,Hayes,"<[1830.0, 1895.0]>",blue,0,1,
Richard Nelson,Richard Nelson,"<[1830.0, 1895.0]>",blue,0,1,
Ruth,Ruth,"<[1830.0, 1895.0]>",blue,0,1,
John P. St. John,John P. St. John,"<[1830.0, 1895.0]>",blue,0,1,
A. F. Jackson,A. F. Jackson,"<[1830.0, 1895.0]>",blue,0,1,
Wm. Massie,Wm. Massie,"<[1830.0, 1895.0]>",blue,0,1,
J.F. Crozier,J.F. Crozier,"<[1830.0, 1895.0]>",blue,0,1,
F. F. Conway,F. F. Conway,"<[1830.0, 1895.0]>",blue,0,1,
R. Nelson,R. Nelson,"<[1830.0, 1895.0]>",blue,0,1,
J. R. Bryant,J. R. Bryant,"<[1830.0, 1895.0]>",blue,0,1,
J. H. Carter,J. H. Carter,"<[1830.0, 1895.0]>",blue,0,1,
Alexander Lane,Alexander Lane,"<[1830.0, 1895.0]>",blue,0,1,
R. J. Moor,R. J. Moor,"<[1830.0, 1895.0]>",blue,0,1,
S. M. Tod,S. M. Tod,"<[1830.0, 1895.0]>",blue,0,1,
1883.KY-09.24.LOUI.txt,1883.KY-09.24.LOUI.txt,"<[1883.0, 1883.0]>",red,15,37,1883
C. H. Tandy,C. H. Tandy,"<[1830.0, 1895.0]>",blue,15,1,
S. J. Hollensworth,S. J. Hollensworth,"<[1830.0, 1895.0]>",blue,15,1,
J. G. Sterrett,J. G. Sterrett,"<[1830.0, 1895.0]>",blue,15,1,
J. B. Maginnis,J. B. Maginnis,"<[1830.0, 1895.0]>",blue,15,1,
Jesse Lawson,Jesse Lawson,"<[1830.0, 1895.0]>",blue,15,1,
J. E. O'Hara,J. E. O'Hara,"<[1830.0, 1895.0]>",blue,15,1,
Samuel J. Lewis,Samuel J. Lewis,"<[1830.0, 1895.0]>",blue,15,1,
J. L. Sweres,J. L. Sweres,"<[1830.0, 1895.0]>",blue,15,1,
H. Price Williams,H. Price Williams,"<[1830.0, 1895.0]>",blue,15,1,
H. L. Shrewsbury,H. L. Shrewsbury,"<[1830.0, 1895.0]>",blue,15,1,
W. H. Young,W. H. Young,"<[1830.0, 1895.0]>",blue,15,1,
Henry Scroff,Henry Scroff,"<[1830.0, 1895.0]>",blue,15,1,
Mack Henson,Mack Henson,"<[1830.0, 1895.0]>",blue,15,1,
L. A. Martinet Virginia,L. A. Martinet Virginia,"<[1830.0, 1895.0]>",blue,15,1,
G. M. Arnold,G. M. Arnold,"<[1830.0, 1895.0]>",blue,15,1,
A. V. Cooper,A. V. Cooper,"<[1830.0, 1895.0]>",blue,15,1,
G. W. Hollinger,G. W. Hollinger,"<[1830.0, 1895.0]>",blue,15,1,
G. H. Ruffin,G. H. Ruffin,"<[1830.0, 1895.0]>",blue,15,1,
J. W. Birney,J. W. Birney,"<[1830.0, 1895.0]>",blue,15,1,
J. M. Gregory,J. M. Gregory,"<[1830.0, 1895.0]>",blue,15,1,
W. Keats,W. Keats,"<[1830.0, 1895.0]>",blue,15,1,
G.H. Clark,G.H. Clark,"<[1830.0, 1895.0]>",blue,15,1,
W.G. Robinson,W.G. Robinson,"<[1830.0, 1895.0]>",blue,15,1,
Wade,Wade,"<[1830.0, 1895.0]>",blue,15,1,
Freedman,Freedman,"<[1830.0, 1895.0]>",blue,15,1,
Guiteau,Guiteau,"<[1830.0, 1895.0]>",blue,15,1,
Woolsey,Woolsey,"<[1830.0, 1895.0]>",blue,15,1,
1895.TX-05.23.HOUS.txt,1895.TX-05.23.HOUS.txt,"<[1895.0, 1895.0]>",red,27,257,1895
Fred Douglass,Fred Douglass,"<[1830.0, 1895.0]>",blue,27,1,
R. L. Smith,R. L. Smith,"<[1830.0, 1895.0]>",blue,27,1,
I. B. Scott,I. B. Scott,"<[1830.0, 1895.0]>",blue,27,1,
Wiley,Wiley,"<[1830.0, 1895.0]>",blue,27,1,
F. L. Lights,F. L. Lights,"<[1830.0, 1895.0]>",blue,27,1,
W. H. Scott,W. H. Scott,"<[1830.0, 1895.0]>",blue,27,1,
D. J. Starnes,D. J. Starnes,"<[1830.0, 1895.0]>",blue,27,1,
F. O. Richardson,F. O. Richardson,"<[1830.0, 1895.0]>",blue,27,1,
Emmett J. Scott,Emmett J. Scott,"<[1830.0, 1895.0]>",blue,27,1,
Haller,Haller,"<[1830.0, 1895.0]>",blue,27,1,
J. H. Garnett,J. H. Garnett,"<[1830.0, 1895.0]>",blue,27,1,
