label,x_val,y_val
John D. Closson,-8.98163,47.0462
David Jenkings,-10.8604,10.4574
Wm. D. Jenkins,-0.217872,57.0708
Isaac Johnson,32.3119,34.8301
Wm. Eustis,-8.69207,8.59882
C. H. Davis,3.48774,-80.7631
John T. Brittain,-10.3547,12.1815
W. C. Munto,-23.9712,-20.0129
Bill,-31.5595,-6.54201
H. Jenkins,17.5561,-39.9643
Harrison Powell,-24.2014,-18.1862
Octavius Catto,31.3993,-2.0174
Leonard Shields,0.51185,-52.4432
W.H. Mcalpine,42.6728,-22.5928
William H. Thomas,36.4741,38.9235
Wm. H Coleman,12.6253,-27.716
Monmouth,18.6068,69.7401
U. B. Videl,-57.0618,-18.9307
Robert Clark,-8.41144,10.5678
Peter Petit,-22.3958,56.194
Abram D. Shadd,-16.4202,33.8522
Jenks,21.4062,-60.1868
Joseph Thomas,-33.8645,36.8151
Gentry,43.3597,-22.0491
Janius C. Morrell,-28.5233,13.3136
M. Bentley,37.0814,-18.3622
W. Levere,-29.5904,16.7248
John W. Simpson,-22.9999,-41.1767
Cefos,26.8111,47.6634
A. Oldham,50.2755,29.6863
W. H. Henry,16.9053,16.8259
William H. Woods,1.16806,-37.1471
H. Nott,-59.2522,25.1303
L. J. Laquay,19.64,16.0322
Wilman Milton,18.7599,-52.5805
Chase,-14.0863,-39.2599
J.H. Townsend,-28.142,-21.2128
George D. Wells,-20.4867,-2.3527
Francis Hawley,-16.3961,-76.6525
Robert Jones,-30.3574,24.2848
Moses Anderson,-2.44567,25.6444
Jabez M. Fitch,47.4051,-38.5864
Van Hoosen,-55.2277,1.69144
J. Thompson,-42.7995,-29.7633
J. H. Bandy,19.5338,19.4611
Van Wranken,-56.2237,0.482699
J. H. Morris,31.9032,36.4766
Wayman,1.61665,-61.8921
A. J. Colvin,-2.64185,-58.0669
A. A. Asbery,15.1073,20.2259
Joseph Pindall,32.889,33.6052
